!------------------------------------------------------------!
  Date: 20191122
  Simulation name: AVZ7 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4  0.000000000000000E+000
           2           5   9.00000000000000     
           2           6   9.00000000000000     
           2           7   15.0000000000000     
           2           8   21.0000000000000     
           2           9   24.0000000000000     
           2          10   27.0000000000000     
           2          11   24.0000000000000     
           2          12   36.0000000000000     
           2          13   39.0000000000000     
           2          14   39.0000000000000     
           2          15   42.0000000000000     
           2          16   39.0000000000000     
           2          17   63.0000000000000     
           2          18   57.0000000000000     
           2          19   63.0000000000000     
           2          20   63.0000000000000     
           2          21   66.0000000000000     
           2          22   123.000000000000     
           2          23   141.000000000000     
           2          24   147.000000000000     
           2          25   120.000000000000     
           2          26   156.000000000000     
           2          27   123.000000000000     
           2          28   156.000000000000     
           2          29   108.000000000000     
           2          30   156.000000000000     
           2          31   147.000000000000     
           2          32   99.0000000000000     
           2          33   144.000000000000     
           2          34   144.000000000000     
           2          35   129.000000000000     
           2          36   99.0000000000000     
           2          37   144.000000000000     
           2          38   144.000000000000     
           2          39   126.000000000000     
           2          40   108.000000000000     
           2          41   126.000000000000     
           2          42   138.000000000000     
           2          43   117.000000000000     
           2          44   120.000000000000     
           2          45  0.000000000000000E+000
           2          46   117.000000000000     
           2          47   126.000000000000     
           2          48   126.000000000000     
           2          49   126.000000000000     
           2          50   126.000000000000     
           2          51   102.000000000000     
           2          52   126.000000000000     
           2          53   126.000000000000     
           2          54   126.000000000000     
           2          55   102.000000000000     
           2          56   102.000000000000     
           2          57   102.000000000000     
           2          58   102.000000000000     
           2          59   105.000000000000     
           2          60   144.000000000000     
           2          61   141.000000000000     
           2          62   120.000000000000     
           2          63   126.000000000000     
           2          64   81.0000000000000     
           2          65   111.000000000000     
           2          66   141.000000000000     
           2          67   129.000000000000     
           2          68   96.0000000000000     
           3           1   198.000000000000     
           3           2   207.000000000000     
           3           3   210.000000000000     
           3           4   219.000000000000     
           3           5   210.000000000000     
           3           6   240.000000000000     
           3           7   249.000000000000     
           3           8   267.000000000000     
           3           9   267.000000000000     
           3          10   282.000000000000     
           3          11   276.000000000000     
           3          12   288.000000000000     
           3          13   291.000000000000     
           3          14   234.000000000000     
           3          15   294.000000000000     
           3          16   294.000000000000     
           3          17   294.000000000000     
           3          18   309.000000000000     
           3          19   300.000000000000     
           3          20   312.000000000000     
           3          21   315.000000000000     
           3          22   309.000000000000     
           3          23   306.000000000000     
           3          24   309.000000000000     
           3          25   315.000000000000     
           3          26   315.000000000000     
           3          27   306.000000000000     
           3          28   306.000000000000     
           3          29   294.000000000000     
           3          30   303.000000000000     
           3          31   264.000000000000     
           3          32   261.000000000000     
           3          33   288.000000000000     
