!------------------------------------------------------------!
  Date: 20190913
  Simulation name: BW4 
  Filename:nose.txt                                                                                                                
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                       
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                
  Data format: t  Q  Nose of Current X Loc                                                                                            
!------------------------------------------------------------!
           2           1   33.0000000000000     
           2           2   36.0000000000000     
           2           3   51.0000000000000     
           2           4   48.0000000000000     
           2           5   48.0000000000000     
           2           6   57.0000000000000     
           2           7   60.0000000000000     
           2           8   72.0000000000000     
           2           9   72.0000000000000     
           2          10   72.0000000000000     
           2          11   78.0000000000000     
           2          12   81.0000000000000     
           2          13   87.0000000000000     
           2          14   87.0000000000000     
           2          15   90.0000000000000     
           2          16   93.0000000000000     
           2          17   93.0000000000000     
           2          18   126.000000000000     
           2          19   108.000000000000     
           2          20   147.000000000000     
           2          21   135.000000000000     
           2          22   123.000000000000     
           2          23   150.000000000000     
           2          24   108.000000000000     
           2          25   105.000000000000     
           2          26   138.000000000000     
           2          27   129.000000000000     
           2          28   135.000000000000     
           2          29   126.000000000000     
           2          30   129.000000000000     
           2          31   129.000000000000     
           2          32   135.000000000000     
           2          33   120.000000000000     
           2          34   129.000000000000     
           2          35   120.000000000000     
           2          36   129.000000000000     
           2          37   129.000000000000     
           2          38   87.0000000000000     
           2          39   135.000000000000     
           2          40   135.000000000000     
           2          41   135.000000000000     
           2          42   132.000000000000     
           2          43   132.000000000000     
           2          44   132.000000000000     
           2          45  0.000000000000000E+000
           2          46   120.000000000000     
           2          47   135.000000000000     
           2          48   135.000000000000     
           2          49   120.000000000000     
           2          50   129.000000000000     
           2          51   135.000000000000     
           2          52   135.000000000000     
           2          53   129.000000000000     
           2          54   129.000000000000     
           2          55   120.000000000000     
           2          56   120.000000000000     
           2          57   129.000000000000     
           2          58   120.000000000000     
           2          59   129.000000000000     
           2          60   120.000000000000     
           2          61   129.000000000000     
           2          62   138.000000000000     
           2          63   87.0000000000000     
           2          64   87.0000000000000     
           2          65   138.000000000000     
           2          66   117.000000000000     
           2          67   117.000000000000     
           2          68   117.000000000000     
           2          69   117.000000000000     
           2          70   117.000000000000     
           2          71   138.000000000000     
           2          72   138.000000000000     
           2          73   87.0000000000000     
           2          74   138.000000000000     
           2          75   138.000000000000     
           2          76   138.000000000000     
           2          77   132.000000000000     
           2          78   138.000000000000     
           2          79   138.000000000000     
           2          80   138.000000000000     
           2          81   135.000000000000     
           2          82   135.000000000000     
           2          83   135.000000000000     
           2          84   132.000000000000     
           2          85   99.0000000000000     
           2          86   84.0000000000000     
           2          87   75.0000000000000     
           2          88   129.000000000000     
           2          89   75.0000000000000     
           2          90   120.000000000000     
           2          91   123.000000000000     
           2          92   120.000000000000     
           2          93   111.000000000000     
           2          94   120.000000000000     
           2          95   111.000000000000     
           2          96   108.000000000000     
           2          97   108.000000000000     
           2          98   105.000000000000     
           2          99   108.000000000000     
           2         100   87.0000000000000     
           2         101   99.0000000000000     
           3           1   48.0000000000000     
           3           2   36.0000000000000     
           3           3   51.0000000000000     
           3           4   48.0000000000000     
           3           5   48.0000000000000     
           3           6   264.000000000000     
           3           7   72.0000000000000     
           3           8   267.000000000000     
           3           9   72.0000000000000     
           3          10   258.000000000000     
           3          11   279.000000000000     
           3          12   285.000000000000     
           3          13   285.000000000000     
           3          14   288.000000000000     
           3          15   285.000000000000     
           3          16   258.000000000000     
           3          17   258.000000000000     
           3          18   249.000000000000     
           3          19   297.000000000000     
           3          20   297.000000000000     
           3          21   300.000000000000     
           3          22   294.000000000000     
           3          23   252.000000000000     
           3          24   300.000000000000     
           3          25   294.000000000000     
           3          26   297.000000000000     
           3          27   297.000000000000     
           3          28   297.000000000000     
           3          29   297.000000000000     
           3          30   300.000000000000     
           3          31   300.000000000000     
           3          32   210.000000000000     
           3          33   234.000000000000     
           3          34   237.000000000000     
           3          35   297.000000000000     
           3          36   195.000000000000     
           3          37   252.000000000000     
           3          38   291.000000000000     
           3          39   291.000000000000     
           3          40   207.000000000000     
           3          41   294.000000000000     
           3          42   294.000000000000     
           3          43   294.000000000000     
           3          44   288.000000000000     
           3          45  0.000000000000000E+000
           3          46   294.000000000000     
           3          47   285.000000000000     
           3          48   270.000000000000     
           3          49   294.000000000000     
           3          50   282.000000000000     
           3          51   270.000000000000     
           3          52   291.000000000000     
           3          53   294.000000000000     
           3          54   291.000000000000     
           3          55   249.000000000000     
           3          56   255.000000000000     
           3          57   291.000000000000     
           3          58   267.000000000000     
           3          59   243.000000000000     
           3          60   252.000000000000     
           3          61   279.000000000000     
           3          62   261.000000000000     
           3          63   234.000000000000     
           3          64   258.000000000000     
           3          65   180.000000000000     
           3          66   291.000000000000     
           3          67   291.000000000000     
           3          68   282.000000000000     
           3          69   291.000000000000     
           3          70   291.000000000000     
           3          71   282.000000000000     
           3          72   282.000000000000     
           3          73   288.000000000000     
           3          74   198.000000000000     
           3          75   201.000000000000     
           3          76   288.000000000000     
           3          77   276.000000000000     
           3          78   219.000000000000     
           3          79   282.000000000000     
           3          80   282.000000000000     
           3          81   279.000000000000     
           3          82   195.000000000000     
           3          83   276.000000000000     
           3          84   240.000000000000     
           3          85   273.000000000000     
           3          86   264.000000000000     
           3          87   243.000000000000     
           3          88   264.000000000000     
           3          89   255.000000000000     
           3          90   246.000000000000     
           3          91   246.000000000000     
           3          92   249.000000000000     
