!------------------------------------------------------------!
  Date: 20191122
  Simulation name: CVY4 
  Filename:average_dense.txt                                                                                                                                     
  Produced in mod-subroutine:  averageit.mod/average_all                                                                                                                             
  Written by AK September 2019
  Description:Average of densities between 2.5 and 1.5                                                                                                              
  Data format: t   T_G   U_G   V_G   W_G   U_S1   DPU                                                                                                               
!------------------------------------------------------------!
  1        800.0000000000         10.0000000000          0.0000000000          0.0000000000         10.0000000000      39000.0000000000
  2        789.8761517999         19.2978710665         -2.5254093537          4.3075494937         19.3025512912        330.1887472300
  3        791.8662478732         20.1962240568         -4.5163074212          8.6729325166         20.1906456427        356.1290746847
  4        792.1632462068         20.8687484270         -4.4837351872          9.8572004185         20.8627838800        269.9470134692
  5        793.5159063644         18.8230810960         -0.3045742021          2.6475145877         18.8250487547        156.9438356817
  6        792.2432766490         16.8387869175         -3.1202061665         -5.1551542598         16.8382724671        104.8181400189
  7        792.2854625424         16.2335336777         -4.7855075101         -8.6528089545         16.2272389289        138.8167097033
  8        792.8478012223         16.3595794844         -3.8097661011        -11.2040382747         16.3517694376        122.1670052382
