!------------------------------------------------------------!
  Date: 20191009
  Simulation name: SV4  
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4   117.000000000000     
           2           5   126.000000000000     
           2           6   126.000000000000     
           2           7   126.000000000000     
           2           8   126.000000000000     
           2           9   126.000000000000     
           2          10   126.000000000000     
           2          11   126.000000000000     
           2          12   123.000000000000     
           2          13   114.000000000000     
           2          14   126.000000000000     
           2          15   126.000000000000     
           2          16   126.000000000000     
           2          17   126.000000000000     
           2          18   123.000000000000     
           2          19   114.000000000000     
           2          20   78.0000000000000     
           2          21   126.000000000000     
           2          22   126.000000000000     
           2          23   126.000000000000     
           2          24   126.000000000000     
           2          25   126.000000000000     
           2          26   126.000000000000     
           2          27   126.000000000000     
           2          28   126.000000000000     
           2          29   126.000000000000     
           2          30   126.000000000000     
           2          31   126.000000000000     
           2          32   126.000000000000     
           2          33   126.000000000000     
           2          34   126.000000000000     
           2          35   126.000000000000     
           2          36   126.000000000000     
           2          37   126.000000000000     
           2          38   126.000000000000     
           2          39   126.000000000000     
           2          40   126.000000000000     
           2          41   126.000000000000     
           2          42   126.000000000000     
           2          43   126.000000000000     
           2          44   126.000000000000     
           2          45  0.000000000000000E+000
           2          46   126.000000000000     
           2          47   123.000000000000     
           2          48   126.000000000000     
           2          49   126.000000000000     
           2          50   126.000000000000     
           2          51   126.000000000000     
           2          52   126.000000000000     
           2          53   126.000000000000     
           2          54   129.000000000000     
           2          55   126.000000000000     
           2          56   123.000000000000     
           2          57   126.000000000000     
           2          58   126.000000000000     
           2          59   126.000000000000     
           2          60   126.000000000000     
           2          61   126.000000000000     
           2          62   126.000000000000     
           2          63   123.000000000000     
           2          64   123.000000000000     
           2          65   123.000000000000     
           2          66   117.000000000000     
           2          67   117.000000000000     
           2          68   120.000000000000     
           3           1  0.000000000000000E+000
           3           2   258.000000000000     
           3           3   264.000000000000     
           3           4   240.000000000000     
           3           5   267.000000000000     
           3           6   228.000000000000     
           3           7   267.000000000000     
           3           8   267.000000000000     
           3           9   270.000000000000     
           3          10   270.000000000000     
           3          11   207.000000000000     
           3          12   246.000000000000     
           3          13   186.000000000000     
           3          14   270.000000000000     
           3          15   216.000000000000     
           3          16   207.000000000000     
           3          17   261.000000000000     
           3          18   267.000000000000     
           3          19   270.000000000000     
           3          20   270.000000000000     
           3          21   264.000000000000     
           3          22   270.000000000000     
           3          23   270.000000000000     
           3          24   168.000000000000     
           3          25   255.000000000000     
           3          26   267.000000000000     
           3          27   267.000000000000     
           3          28   270.000000000000     
           3          29   270.000000000000     
           3          30   270.000000000000     
           3          31   222.000000000000     
           3          32   237.000000000000     
           3          33   237.000000000000     
           3          34   261.000000000000     
           3          35   264.000000000000     
