!------------------------------------------------------------!
  Date: 20191009
  Simulation name: BVY4 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4  0.000000000000000E+000
           2           5  0.000000000000000E+000
           2           6  0.000000000000000E+000
           2           7   15.0000000000000     
           2           8   18.0000000000000     
           2           9   21.0000000000000     
           2          10   21.0000000000000     
           2          11   21.0000000000000     
           2          12   21.0000000000000     
           2          13   24.0000000000000     
           2          14   24.0000000000000     
           2          15   27.0000000000000     
           2          16   27.0000000000000     
           2          17   30.0000000000000     
           2          18   30.0000000000000     
           2          19   42.0000000000000     
           2          20   21.0000000000000     
           2          21   51.0000000000000     
           2          22   60.0000000000000     
           2          23   57.0000000000000     
           2          24   78.0000000000000     
           2          25   84.0000000000000     
           2          26   87.0000000000000     
           2          27   96.0000000000000     
           2          28   102.000000000000     
           2          29   105.000000000000     
           2          30   117.000000000000     
           2          31   123.000000000000     
           2          32   126.000000000000     
           2          33   129.000000000000     
           2          34   129.000000000000     
           2          35   123.000000000000     
           2          36   132.000000000000     
           2          37   129.000000000000     
           2          38   126.000000000000     
           2          39   135.000000000000     
           2          40   114.000000000000     
           2          41   114.000000000000     
           2          42   114.000000000000     
           2          43   114.000000000000     
           2          44   84.0000000000000     
           2          45  0.000000000000000E+000
           2          46   84.0000000000000     
           2          47   123.000000000000     
           2          48   117.000000000000     
           2          49   123.000000000000     
           2          50   123.000000000000     
           2          51   123.000000000000     
           2          52   87.0000000000000     
           2          53   87.0000000000000     
           2          54   96.0000000000000     
           2          55   90.0000000000000     
           2          56   90.0000000000000     
           2          57   129.000000000000     
           2          58   129.000000000000     
           2          59   126.000000000000     
           2          60   105.000000000000     
           2          61   87.0000000000000     
           2          62   87.0000000000000     
           2          63   90.0000000000000     
           2          64   126.000000000000     
           2          65   123.000000000000     
           2          66   120.000000000000     
           2          67   117.000000000000     
           2          68   117.000000000000     
           3           1  0.000000000000000E+000
           3           2  0.000000000000000E+000
           3           3  0.000000000000000E+000
           3           4  0.000000000000000E+000
           3           5  0.000000000000000E+000
           3           6   9.00000000000000     
           3           7   15.0000000000000     
           3           8   18.0000000000000     
           3           9   21.0000000000000     
           3          10   21.0000000000000     
           3          11   27.0000000000000     
           3          12   30.0000000000000     
           3          13   33.0000000000000     
           3          14   36.0000000000000     
           3          15   36.0000000000000     
           3          16   33.0000000000000     
           3          17   39.0000000000000     
           3          18   30.0000000000000     
           3          19   42.0000000000000     
           3          20   57.0000000000000     
           3          21   57.0000000000000     
           3          22   60.0000000000000     
           3          23   57.0000000000000     
           3          24   78.0000000000000     
           3          25   249.000000000000     
           3          26   255.000000000000     
           3          27   258.000000000000     
           3          28   261.000000000000     
           3          29   264.000000000000     
