!------------------------------------------------------------!
  Date: 20191113
  Simulation name: BVZ7 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4  0.000000000000000E+000
           2           5  0.000000000000000E+000
           2           6   9.00000000000000     
           2           7   15.0000000000000     
           2           8   18.0000000000000     
           2           9   24.0000000000000     
           2          10   27.0000000000000     
           2          11   30.0000000000000     
           2          12   33.0000000000000     
           2          13   36.0000000000000     
           2          14   39.0000000000000     
           2          15   39.0000000000000     
           2          16   48.0000000000000     
           2          17   42.0000000000000     
           2          18   54.0000000000000     
           2          19   51.0000000000000     
           2          20   36.0000000000000     
           2          21   42.0000000000000     
           2          22   57.0000000000000     
           2          23   60.0000000000000     
           2          24   75.0000000000000     
           2          25   75.0000000000000     
           2          26   78.0000000000000     
           2          27   75.0000000000000     
           2          28   75.0000000000000     
           2          29   33.0000000000000     
           2          30   63.0000000000000     
           2          31   87.0000000000000     
           2          32   96.0000000000000     
           2          33   99.0000000000000     
           2          34   96.0000000000000     
           2          35   99.0000000000000     
           2          36   105.000000000000     
           2          37   111.000000000000     
           2          38   117.000000000000     
           2          39   126.000000000000     
           2          40   135.000000000000     
           2          41   132.000000000000     
           2          42   141.000000000000     
           2          43   144.000000000000     
           2          44   144.000000000000     
           2          45  0.000000000000000E+000
           2          46   96.0000000000000     
           2          47   150.000000000000     
           2          48   150.000000000000     
           2          49   153.000000000000     
           2          50   153.000000000000     
           2          51   153.000000000000     
           2          52   141.000000000000     
           2          53   126.000000000000     
           2          54   99.0000000000000     
           2          55   114.000000000000     
           2          56   126.000000000000     
           2          57   126.000000000000     
           2          58   126.000000000000     
           2          59   108.000000000000     
           2          60   144.000000000000     
           2          61   117.000000000000     
           2          62   141.000000000000     
           2          63   126.000000000000     
           2          64   111.000000000000     
           2          65   141.000000000000     
           2          66   141.000000000000     
           2          67   96.0000000000000     
           2          68   96.0000000000000     
           3           1  0.000000000000000E+000
           3           2  0.000000000000000E+000
           3           3  0.000000000000000E+000
           3           4  0.000000000000000E+000
           3           5  0.000000000000000E+000
           3           6   9.00000000000000     
           3           7   15.0000000000000     
           3           8   18.0000000000000     
           3           9   24.0000000000000     
           3          10   27.0000000000000     
           3          11   30.0000000000000     
           3          12   33.0000000000000     
           3          13   36.0000000000000     
           3          14   39.0000000000000     
           3          15   39.0000000000000     
           3          16   48.0000000000000     
           3          17   42.0000000000000     
           3          18   54.0000000000000     
           3          19   51.0000000000000     
           3          20   54.0000000000000     
           3          21   54.0000000000000     
           3          22   57.0000000000000     
           3          23   69.0000000000000     
           3          24   78.0000000000000     
           3          25   84.0000000000000     
           3          26   90.0000000000000     
           3          27   84.0000000000000     
           3          28   96.0000000000000     
           3          29   102.000000000000     
