!------------------------------------------------------------!
  Date: 20191120
  Simulation name: CVX4 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4  0.000000000000000E+000
           2           5  0.000000000000000E+000
           2           6  0.000000000000000E+000
           2           7  0.000000000000000E+000
           2           8   12.0000000000000     
           2           9   12.0000000000000     
           2          10   18.0000000000000     
           2          11   21.0000000000000     
           2          12   30.0000000000000     
           2          13   33.0000000000000     
           2          14   36.0000000000000     
           2          15   39.0000000000000     
           2          16   33.0000000000000     
           2          17   33.0000000000000     
           2          18   15.0000000000000     
           2          19   54.0000000000000     
           2          20   15.0000000000000     
           2          21   57.0000000000000     
           2          22   63.0000000000000     
           2          23   66.0000000000000     
           2          24   60.0000000000000     
           2          25   78.0000000000000     
           2          26   81.0000000000000     
           2          27   84.0000000000000     
           2          28   87.0000000000000     
           2          29   90.0000000000000     
           2          30   96.0000000000000     
           2          31   87.0000000000000     
           2          32   90.0000000000000     
           2          33   99.0000000000000     
           2          34   90.0000000000000     
           2          35   102.000000000000     
           2          36   93.0000000000000     
           2          37   105.000000000000     
           2          38   105.000000000000     
           2          39   108.000000000000     
           2          40   90.0000000000000     
           2          41   90.0000000000000     
           2          42   117.000000000000     
           2          43   123.000000000000     
           2          44   123.000000000000     
           2          45  0.000000000000000E+000
           2          46   123.000000000000     
           2          47   90.0000000000000     
           2          48   123.000000000000     
           2          49   90.0000000000000     
           2          50   90.0000000000000     
           2          51   90.0000000000000     
           2          52   90.0000000000000     
           2          53   90.0000000000000     
           2          54   96.0000000000000     
           2          55   120.000000000000     
           2          56   120.000000000000     
           2          57   120.000000000000     
           2          58   90.0000000000000     
           2          59   93.0000000000000     
           2          60   126.000000000000     
           2          61   126.000000000000     
           2          62   126.000000000000     
           2          63   129.000000000000     
           2          64   96.0000000000000     
           2          65   96.0000000000000     
           2          66   99.0000000000000     
           2          67   114.000000000000     
           2          68   114.000000000000     
           3           1  0.000000000000000E+000
           3           2  0.000000000000000E+000
           3           3  0.000000000000000E+000
           3           4  0.000000000000000E+000
           3           5  0.000000000000000E+000
           3           6  0.000000000000000E+000
           3           7  0.000000000000000E+000
           3           8   12.0000000000000     
           3           9   15.0000000000000     
           3          10   18.0000000000000     
           3          11   30.0000000000000     
           3          12   30.0000000000000     
           3          13   36.0000000000000     
           3          14   36.0000000000000     
           3          15   39.0000000000000     
           3          16   33.0000000000000     
           3          17   36.0000000000000     
           3          18   51.0000000000000     
           3          19   54.0000000000000     
           3          20   24.0000000000000     
           3          21   57.0000000000000     
           3          22   63.0000000000000     
           3          23   66.0000000000000     
           3          24   72.0000000000000     
           3          25   78.0000000000000     
           3          26   81.0000000000000     
           3          27   84.0000000000000     
           3          28   87.0000000000000     
