!------------------------------------------------------------!
  Date: 20191115
  Simulation name: CVZ4 
  Filename:average_medium.txt                                                                                                                                    
  Produced in mod-subroutine:  averageit.mod/average_all                                                                                                                             
  Written by AK September 2019
  Description:Average of densities between 2.5 and 5                                                                                                                
  Data format: t   T_G   U_G   V_G   W_G   U_S1   DPU                                                                                                               
!------------------------------------------------------------!
  1        800.0000000000         10.0000000000          0.0000000000          0.0000000000         10.0000000000      39000.0000000000
  2        524.7383037694         10.4027835312          2.3211975813          4.3016971702         10.5660225370       5435.3249109986
  3        490.6200274889         10.1853723594         -1.4202910351          5.7386375257         10.2345091401       5910.6508629615
  4        465.0545635545          8.6990040991         -0.3403026283          4.1528702117          8.7311010315       7368.7809014397
  5        444.8541371255          6.5427696570          1.9711588602          0.7110915342          6.5681532171       6223.3376067900
  6        448.2811466610          4.7619694173          0.5152152023         -1.0814852896          4.7886533298       5577.9517232775
  7        437.4806029671          5.4723472659         -0.3081620030         -1.0867963303          5.4948266329       6694.4312822471
  8        424.8568251721          6.0587919350          0.0940123045         -1.2034044217          6.0702797574       6836.6418169475
