!------------------------------------------------------------!
  Date: 20191111
  Simulation name: CVY4 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1  0.000000000000000E+000
           2           2  0.000000000000000E+000
           2           3  0.000000000000000E+000
           2           4  0.000000000000000E+000
           2           5  0.000000000000000E+000
           2           6   12.0000000000000     
           2           7   12.0000000000000     
           2           8   18.0000000000000     
           2           9   15.0000000000000     
           2          10   18.0000000000000     
           2          11   21.0000000000000     
           2          12   24.0000000000000     
           2          13   24.0000000000000     
           2          14   21.0000000000000     
           2          15   21.0000000000000     
           2          16   27.0000000000000     
           2          17   30.0000000000000     
           2          18   42.0000000000000     
           2          19   42.0000000000000     
           2          20   51.0000000000000     
           2          21   57.0000000000000     
           2          22   66.0000000000000     
           2          23   63.0000000000000     
           2          24   63.0000000000000     
           2          25   60.0000000000000     
           2          26   72.0000000000000     
           2          27   69.0000000000000     
           2          28   90.0000000000000     
           2          29   90.0000000000000     
           2          30   78.0000000000000     
           2          31   99.0000000000000     
           2          32   87.0000000000000     
           2          33   111.000000000000     
           2          34   96.0000000000000     
           2          35   120.000000000000     
           2          36   123.000000000000     
           2          37   69.0000000000000     
           2          38   72.0000000000000     
           2          39   123.000000000000     
           2          40   129.000000000000     
           2          41   129.000000000000     
           2          42   81.0000000000000     
           2          43   123.000000000000     
           2          44   96.0000000000000     
           2          45  0.000000000000000E+000
           2          46   123.000000000000     
           2          47   114.000000000000     
           2          48   81.0000000000000     
           2          49   117.000000000000     
           2          50   81.0000000000000     
           2          51   126.000000000000     
           2          52   126.000000000000     
           2          53   123.000000000000     
           2          54   123.000000000000     
           2          55   126.000000000000     
           2          56   126.000000000000     
           2          57   87.0000000000000     
           2          58   81.0000000000000     
           2          59   90.0000000000000     
           2          60   93.0000000000000     
           2          61   81.0000000000000     
           2          62   120.000000000000     
           2          63   114.000000000000     
           2          64   114.000000000000     
           2          65   87.0000000000000     
           2          66   123.000000000000     
           2          67   123.000000000000     
           2          68   120.000000000000     
           3           1  0.000000000000000E+000
           3           2  0.000000000000000E+000
           3           3  0.000000000000000E+000
           3           4  0.000000000000000E+000
           3           5  0.000000000000000E+000
           3           6   12.0000000000000     
           3           7   12.0000000000000     
           3           8   18.0000000000000     
           3           9   21.0000000000000     
           3          10   27.0000000000000     
           3          11   30.0000000000000     
           3          12   30.0000000000000     
           3          13   36.0000000000000     
           3          14   36.0000000000000     
           3          15   27.0000000000000     
           3          16   27.0000000000000     
           3          17   30.0000000000000     
           3          18   42.0000000000000     
           3          19   42.0000000000000     
           3          20   51.0000000000000     
           3          21   57.0000000000000     
           3          22   66.0000000000000     
           3          23   63.0000000000000     
           3          24   66.0000000000000     
           3          25   72.0000000000000     
           3          26   81.0000000000000     
           3          27   84.0000000000000     
           3          28   90.0000000000000     
