!------------------------------------------------------------!
  Date: 20191112
  Simulation name: AWY7 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1   141.000000000000     
           2           2   117.000000000000     
           2           3   162.000000000000     
           2           4   153.000000000000     
           2           5   162.000000000000     
           2           6   156.000000000000     
           2           7   165.000000000000     
           2           8   126.000000000000     
           2           9   111.000000000000     
           2          10   150.000000000000     
           2          11   150.000000000000     
           2          12   150.000000000000     
           2          13   150.000000000000     
           2          14   150.000000000000     
           2          15   150.000000000000     
           2          16   150.000000000000     
           2          17   150.000000000000     
           2          18   150.000000000000     
           2          19   150.000000000000     
           2          20   150.000000000000     
           2          21   147.000000000000     
           2          22   150.000000000000     
           2          23   150.000000000000     
           2          24   150.000000000000     
           2          25   150.000000000000     
           2          26   150.000000000000     
           2          27   150.000000000000     
           2          28   150.000000000000     
           2          29   150.000000000000     
           2          30   150.000000000000     
           2          31   150.000000000000     
           2          32   150.000000000000     
           2          33   150.000000000000     
           2          34   150.000000000000     
           2          35   150.000000000000     
           2          36   150.000000000000     
           2          37   150.000000000000     
           2          38   150.000000000000     
           2          39   150.000000000000     
           2          40   150.000000000000     
           2          41   150.000000000000     
           2          42   150.000000000000     
           2          43   150.000000000000     
           2          44   150.000000000000     
           2          45  0.000000000000000E+000
           2          46   150.000000000000     
           2          47   150.000000000000     
           2          48   150.000000000000     
           2          49   150.000000000000     
           2          50   150.000000000000     
           2          51   150.000000000000     
           2          52   150.000000000000     
           2          53   150.000000000000     
           2          54   150.000000000000     
           2          55   150.000000000000     
           2          56   147.000000000000     
           2          57   150.000000000000     
           2          58   150.000000000000     
           2          59   150.000000000000     
           2          60   147.000000000000     
           2          61   150.000000000000     
           2          62   150.000000000000     
           2          63   150.000000000000     
           2          64   150.000000000000     
           2          65   150.000000000000     
           2          66   150.000000000000     
           2          67   150.000000000000     
           2          68   150.000000000000     
           2          69   150.000000000000     
           2          70   150.000000000000     
           2          71   150.000000000000     
           2          72   150.000000000000     
           2          73   150.000000000000     
           2          74   150.000000000000     
           2          75   150.000000000000     
           2          76   150.000000000000     
           2          77   150.000000000000     
           2          78   150.000000000000     
           2          79   147.000000000000     
           2          80   147.000000000000     
           2          81   147.000000000000     
           2          82   147.000000000000     
           2          83   144.000000000000     
           2          84   144.000000000000     
           2          85   105.000000000000     
           2          86   141.000000000000     
           2          87   141.000000000000     
           2          88   138.000000000000     
           2          89   135.000000000000     
           2          90   111.000000000000     
           2          91   111.000000000000     
           2          92   123.000000000000     
           2          93   105.000000000000     
           2          94   99.0000000000000     
           2          95   93.0000000000000     
           2          96   90.0000000000000     
           2          97  0.000000000000000E+000
           2          98  0.000000000000000E+000
           2          99  0.000000000000000E+000
           2         100  0.000000000000000E+000
           2         101  0.000000000000000E+000
           3           1   342.000000000000     
           3           2   342.000000000000     
           3           3   282.000000000000     
           3           4   342.000000000000     
           3           5   321.000000000000     
           3           6   345.000000000000     
           3           7   345.000000000000     
           3           8   270.000000000000     
           3           9   264.000000000000     
           3          10   273.000000000000     
           3          11   279.000000000000     
           3          12   261.000000000000     
           3          13   282.000000000000     
           3          14   345.000000000000     
           3          15   345.000000000000     
           3          16   345.000000000000     
           3          17   339.000000000000     
           3          18   339.000000000000     
           3          19   327.000000000000     
           3          20   315.000000000000     
           3          21   297.000000000000     
           3          22   306.000000000000     
           3          23   336.000000000000     
           3          24   333.000000000000     
           3          25   336.000000000000     
           3          26   306.000000000000     
           3          27   336.000000000000     
           3          28   315.000000000000     
           3          29   324.000000000000     
           3          30   315.000000000000     
           3          31   300.000000000000     
           3          32   300.000000000000     
           3          33   306.000000000000     
           3          34   300.000000000000     
           3          35   300.000000000000     
           3          36   288.000000000000     
           3          37   306.000000000000     
           3          38   330.000000000000     
           3          39   303.000000000000     
           3          40   318.000000000000     
           3          41   303.000000000000     
           3          42   297.000000000000     
           3          43   327.000000000000     
