!------------------------------------------------------------!
  Date: 20191122
  Simulation name: AWY7 
  Filename:average_all.txt                                                                                                                                       
  Produced in mod-subroutine:  averageit.mod/average_all                                                                                                                             
  Written by AK September 2019
  Description: Average of all timesteps                                                                                                                             
  Data format: t   T_G   U_G   V_G   W_G   U_S1   DPU                                                                                                               
!------------------------------------------------------------!
  1        800.0000000000         10.0000000000          0.0000000000          0.0000000000         10.0000000000      39000.0000000000
  2        557.2722780346         16.3027178263         16.3027178263          0.1897489485         16.7009371884       2768.8770855953
  3        546.9959713624         23.4807626914         23.4807626914         -3.2725197766         23.6281684824       3448.7343801588
  4        516.7100554676         24.3228336306         24.3228336306         -2.7293626426         24.3943568563       2969.2047609929
  5        474.6678469689         17.8860211409         17.8860211409         -2.1240774003         17.9449083388       2057.4342956004
  6        442.2164169229         14.2539467780         14.2539467780         -1.3869621656         14.3138304797       1782.1473081078
  7        424.1769956336         12.6833787884         12.6833787884         -0.6317843849         12.7341757539       1648.1103123215
  8        414.1305274225          8.1136190087          8.1136190087          3.1945438635          8.1340805120       1420.0932100064
