!------------------------------------------------------------!
  Date: 20191011
  Simulation name: CWX4 
  Filename:nose.txt                                                                                                                                              
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                                                     
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                                              
  Data format: t  Q  Nose of Current X Loc                                                                                                                          
!------------------------------------------------------------!
           2           1   51.0000000000000     
           2           2   24.0000000000000     
           2           3   24.0000000000000     
           2           4   24.0000000000000     
           2           5   24.0000000000000     
           2           6   66.0000000000000     
           2           7   63.0000000000000     
           2           8   75.0000000000000     
           2           9   78.0000000000000     
           2          10   81.0000000000000     
           2          11   87.0000000000000     
           2          12   78.0000000000000     
           2          13   93.0000000000000     
           2          14   78.0000000000000     
           2          15   96.0000000000000     
           2          16   96.0000000000000     
           2          17   111.000000000000     
           2          18   99.0000000000000     
           2          19   99.0000000000000     
           2          20   99.0000000000000     
           2          21   102.000000000000     
           2          22   138.000000000000     
           2          23   141.000000000000     
           2          24   141.000000000000     
           2          25   141.000000000000     
           2          26   141.000000000000     
           2          27   141.000000000000     
           2          28   141.000000000000     
           2          29   141.000000000000     
           2          30   141.000000000000     
           2          31   141.000000000000     
           2          32   141.000000000000     
           2          33   141.000000000000     
           2          34   141.000000000000     
           2          35   141.000000000000     
           2          36   141.000000000000     
           2          37   141.000000000000     
           2          38   141.000000000000     
           2          39   141.000000000000     
           2          40   141.000000000000     
           2          41   141.000000000000     
           2          42   141.000000000000     
           2          43   138.000000000000     
           2          44   141.000000000000     
           2          45  0.000000000000000E+000
           2          46   141.000000000000     
           2          47   141.000000000000     
           2          48   141.000000000000     
           2          49   141.000000000000     
           2          50   141.000000000000     
           2          51   141.000000000000     
           2          52   141.000000000000     
           2          53   141.000000000000     
           2          54   141.000000000000     
           2          55   141.000000000000     
           2          56   141.000000000000     
           2          57   141.000000000000     
           2          58   141.000000000000     
           2          59   141.000000000000     
           2          60   141.000000000000     
           2          61   141.000000000000     
           2          62   141.000000000000     
           2          63   141.000000000000     
           2          64   141.000000000000     
           2          65   141.000000000000     
           2          66   141.000000000000     
           2          67   141.000000000000     
           2          68   141.000000000000     
           2          69   141.000000000000     
           2          70   141.000000000000     
           2          71   141.000000000000     
           2          72   141.000000000000     
           2          73   141.000000000000     
           2          74   141.000000000000     
           2          75   141.000000000000     
           2          76   141.000000000000     
           2          77   141.000000000000     
           2          78   138.000000000000     
           2          79   138.000000000000     
           2          80   138.000000000000     
           2          81   138.000000000000     
           2          82   138.000000000000     
           2          83   138.000000000000     
           2          84   135.000000000000     
           2          85   135.000000000000     
           2          86   93.0000000000000     
           2          87   132.000000000000     
           2          88   93.0000000000000     
           2          89   126.000000000000     
           2          90   120.000000000000     
           2          91   96.0000000000000     
           2          92   96.0000000000000     
           2          93   75.0000000000000     
           2          94   117.000000000000     
           2          95   93.0000000000000     
           2          96   93.0000000000000     
           2          97  0.000000000000000E+000
           2          98  0.000000000000000E+000
           2          99   111.000000000000     
           2         100   105.000000000000     
           2         101  0.000000000000000E+000
           3           1   51.0000000000000     
           3           2   36.0000000000000     
           3           3   42.0000000000000     
           3           4   33.0000000000000     
           3           5   33.0000000000000     
           3           6   66.0000000000000     
           3           7   63.0000000000000     
           3           8   75.0000000000000     
           3           9   78.0000000000000     
           3          10   81.0000000000000     
           3          11   87.0000000000000     
           3          12   78.0000000000000     
           3          13   96.0000000000000     
           3          14   93.0000000000000     
           3          15   96.0000000000000     
           3          16   105.000000000000     
           3          17   111.000000000000     
           3          18   108.000000000000     
           3          19   99.0000000000000     
           3          20   111.000000000000     
           3          21   324.000000000000     
           3          22   321.000000000000     
           3          23   321.000000000000     
           3          24   150.000000000000     
           3          25   315.000000000000     
           3          26   315.000000000000     
           3          27   315.000000000000     
           3          28   312.000000000000     
           3          29   297.000000000000     
           3          30   279.000000000000     
           3          31   285.000000000000     
           3          32   282.000000000000     
           3          33   264.000000000000     
           3          34   312.000000000000     
           3          35   312.000000000000     
           3          36   300.000000000000     
           3          37   261.000000000000     
           3          38   264.000000000000     
           3          39   312.000000000000     
           3          40   246.000000000000     
           3          41   309.000000000000     
           3          42   312.000000000000     
           3          43   273.000000000000     
           3          44   288.000000000000     
           3          45  0.000000000000000E+000
           3          46   312.000000000000     
           3          47   288.000000000000     
           3          48   288.000000000000     
           3          49   312.000000000000     
           3          50   297.000000000000     
           3          51   312.000000000000     
           3          52   309.000000000000     
           3          53   303.000000000000     
           3          54   306.000000000000     
           3          55   312.000000000000     
           3          56   306.000000000000     
           3          57   315.000000000000     
           3          58   315.000000000000     
           3          59   312.000000000000     
           3          60   312.000000000000     
           3          61   312.000000000000     
           3          62   312.000000000000     
           3          63   237.000000000000     
           3          64   297.000000000000     
           3          65   234.000000000000     
           3          66   255.000000000000     
           3          67   270.000000000000     
           3          68   306.000000000000     
           3          69   279.000000000000     
           3          70   309.000000000000     
           3          71   309.000000000000     
           3          72   240.000000000000     
           3          73   231.000000000000     
           3          74   255.000000000000     
           3          75   222.000000000000     
           3          76   252.000000000000     
           3          77   249.000000000000     
           3          78   258.000000000000     
           3          79   273.000000000000     
           3          80   273.000000000000     
           3          81   285.000000000000     
           3          82   291.000000000000     
           3          83   273.000000000000     
           3          84   294.000000000000     
           3          85   291.000000000000     
           3          86   222.000000000000     
           3          87   273.000000000000     
           3          88   246.000000000000     
           3          89   264.000000000000     
           3          90   249.000000000000     
           3          91   210.000000000000     
           3          92   270.000000000000     
           3          93   261.000000000000     
           3          94   258.000000000000     
           3          95   237.000000000000     
           3          96   237.000000000000     
           3          97   255.000000000000     
           3          98   255.000000000000     
           3          99   231.000000000000     
           3         100   249.000000000000     
           3         101   240.000000000000     
           4           1   426.000000000000     
           4           2   498.000000000000     
           4           3   444.000000000000     
           4           4   411.000000000000     
           4           5   411.000000000000     
           4           6   480.000000000000     
           4           7   504.000000000000     
           4           8   501.000000000000     
           4           9   495.000000000000     
           4          10   513.000000000000     
           4          11   510.000000000000     
           4          12   510.000000000000     
           4          13   504.000000000000     
           4          14   504.000000000000     
           4          15   498.000000000000     
           4          16   498.000000000000     
           4          17   501.000000000000     
           4          18   495.000000000000     
           4          19   483.000000000000     
           4          20   513.000000000000     
           4          21   516.000000000000     
           4          22   492.000000000000     
           4          23   501.000000000000     
           4          24   462.000000000000     
           4          25   522.000000000000     
           4          26   474.000000000000     
           4          27   522.000000000000     
           4          28   462.000000000000     
           4          29   528.000000000000     
           4          30   528.000000000000     
           4          31   510.000000000000     
           4          32   510.000000000000     
           4          33   498.000000000000     
           4          34   528.000000000000     
           4          35   522.000000000000     
           4          36   525.000000000000     
           4          37   528.000000000000     
           4          38   528.000000000000     
           4          39   525.000000000000     
           4          40   525.000000000000     
           4          41   525.000000000000     
           4          42   522.000000000000     
           4          43   525.000000000000     
           4          44   519.000000000000     
           4          45  0.000000000000000E+000
           4          46   525.000000000000     
           4          47   513.000000000000     
           4          48   474.000000000000     
           4          49   525.000000000000     
           4          50   525.000000000000     
           4          51   516.000000000000     
           4          52   528.000000000000     
           4          53   528.000000000000     
           4          54   522.000000000000     
